name,rarity,attunementRequired,cursed,sentient,weight,baseItem,itemType,conditionImmunities,damageImmunities,damageResistances,firearm,range,weapon,weaponBonus,weaponCategory,weaponProperty,damage1,damage1Type,damage2,grantsProficiency,armor,armorClassBonus,armorClassFixed,requiredStrength,stealth,poison,tattoo,savingThrowBonus,spellAttackBonus,spellSaveDCBonus,charges,recharge,attachedSpells
Gnomengarde Grenade,varies,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Goat,none,0,0,0,0.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Goggles of Night,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Goggles of Object Reading,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,identify
Gold,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold (gp),none,0,0,0,2.0e-2,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold 5-Zib Coin,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold basin with rubies (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold bird cage with electrum filigree,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold chalice (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold chalice set with emeralds (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold circlet set with four aquamarines,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold cup set with emeralds,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold dragon comb set with red garnets as eyes,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold Dragon Scale Mail,very rare,1,0,0,45.0,,MA,,,fire,0,,0,0,,,0,,0,0,0,1,14,0,1,0,0,1,0,0,0,,
Gold jewelry box with platinum filigree,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold jewelry box with platinum filigree (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold locket with a painted portrait inside,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold locket with a painted portrait inside (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold music box,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold music box (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold pendant with black onyx (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold ring set with bloodstones,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold ring with turquoise (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold Zino,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold-plated ceremonial helmet and pauldrons (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gold-plated sextant with topaz (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Golgari Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,entangle
Golgari Keyrune,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Grappling Hook,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gravenhollow Compass Ring,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Greater Silver Sword,legendary,1,0,0,6.0,greatsword|phb,M,,,psychic,0,,0,3,martial,"H,2H",2D6,S,2D6,0,0,0,,0,0,0,0,0,0,0,0,,
Green Copper Ewer,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Green Dragon Mask,legendary,1,0,0,0.0,,,,,poison,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
Green Dragon Scale Mail,very rare,1,0,0,45.0,,MA,,,poison,0,,0,0,,,0,,0,0,0,1,14,0,1,0,0,1,0,0,0,,
Grenade Launcher,none,0,0,0,7.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Grimoire Infinitus,legendary,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Grovelthrash,artifact,1,0,1,2.0,warhammer|PHB,M,,,,0,,1,1,martial,V,1D8,B,1D8,0,0,0,,0,0,0,0,0,0,0,0,,"earthquake,meld into stone,stone shape"
Gruul Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,compelled duel
Gruul Keyrune,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Guardian Emblem,uncommon,1,0,0,2.0e-2,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Gulthias Staff,rare,1,0,0,4.0,,,,,,0,,0,0,simple,V,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,10,dusk,
Gunpowder Horn,none,0,0,0,2.0,,EXP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gunpowder Keg,none,0,0,0,20.0,,EXP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Gurt's Greataxe,legendary,1,0,0,325.0,greataxe|phb,M,,,,0,,0,1,martial,"H,2H",3D12,S,3D12,0,0,0,,0,0,0,0,0,0,0,0,,heat metal
Hacking Tools,none,0,0,0,0.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hag Eye,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hammer,none,0,0,0,3.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hammer of Thunderbolts,legendary,0,0,0,10.0,maul|phb,M,,,,0,,0,1,martial,"H,2H",2D6,B,2D6,0,0,0,,0,0,0,0,0,0,0,5,dawn,
Hand Drum,none,0,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hand of Vecna,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,8,dawn,"wish,finger of death,sleep,slow,teleport"
Harbor Moon,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Harkon's Bite,uncommon,1,1,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,
Hat of Disguise,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,disguise self
Hat of Vermin,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Hat of Wizardry,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hazirawn,legendary,1,0,1,6.0,greatsword|phb,M,,,,0,,0,1,martial,"H,2H",2D6,S,2D6,0,0,0,,0,0,0,0,0,0,0,4,midnight,"detect magic,detect evil and good,detect thoughts"
Headband of Intellect,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Healer's Kit,none,0,0,0,3.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Heart Weaver's Primer,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"antipathy/sympathy,charm person,dominate person,enthrall,hypnotic pattern,modify memory,suggestion"
Heartstone,very rare,0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hell Hound Cloak,rare,1,1,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,polymorph
Helm of Brilliance,very rare,1,0,0,0.0,,,,,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"daylight,fireball,prismatic spray,wall of fire"
Helm of Comprehending Languages,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,comprehend languages
Helm of Devil Command,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,,dominate monster
Helm of Telepathy,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"detect thoughts,suggestion"
Helm of Teleportation,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,teleport
Helm of the Gods,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Helm of the Scavenger,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Helm of Underwater Action,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hematite,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hempen Rope (50 feet),none,0,0,0,10.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Herbalism Kit,none,0,0,0,3.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hew,unknown (magic),0,0,0,4.0,battleaxe|phb,M,,,,0,,0,1,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Heward's Handy Haversack,rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Heward's Handy Spice Pouch,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,10,dawn,
Heward's Hireling Armor,very rare,1,0,0,10.0,leather armor|phb,LA,,,,0,,0,0,,,0,,0,0,0,1,11,0,0,0,0,0,0,0,0,,
Hide of the Feral Guardian,legendary,1,0,0,13.0,studded leather armor|PHB,LA,,,,0,,0,1,,,0,,0,0,0,1,12,0,0,0,0,0,0,0,0,,polymorph
Holy Symbol of Ravenkind,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,10,dawn,
Holy Water (flask),none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hooded Lantern,none,0,0,0,2.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hook of Fisher's Delight,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horn,none,0,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horn of Blasting,rare,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horn of Silent Alarm,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,4,dawn,
Horn of the Endless Maze,none,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Horn of Valhalla, Brass",rare,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Horn of Valhalla, Bronze",very rare,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Horn of Valhalla, Iron",legendary,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Horn of Valhalla, Silver",rare,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horned Ring,very rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horror Trinket,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horseshoes of a Zephyr,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Horseshoes of Speed,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hourglass,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hunk of Cheese,none,0,0,0,0.0,,FD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Hunter's Coat,very rare,1,0,0,10.0,leather armor|PHB,LA,,,,0,,0,0,,,0,,0,0,0,1,11,0,0,0,0,0,0,0,3,dawn,
Hunting Trap,none,0,0,0,25.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Icewind Dale Trinket,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Icon of Ravenloft,legendary,1,0,0,10.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"protection from evil and good,augury"
Illuminator's Tattoo,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Illuminator's Tattoo,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Illusionist's Bracers,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Immovable Rod,uncommon,0,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Infernal Puzzle Box,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Infernal Tack,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Infiltrator's Key,legendary,1,0,0,0.0,,,,,,0,,0,1,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,"alter self,invisibility,knock,pass without trace,dimension door,gaseous form,mislead"
Ingot of the Skold Rune,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,0,0,0,0,,
Ink (1-ounce bottle),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ink Pen,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Insect Repellent (block of incense),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,,
Insect Repellent (greasy salve),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,20,,
Insignia of Claws,uncommon,0,0,0,0.0,,,,,,0,,0,1,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Instrument of Illusions,common,1,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Instrument of Scribing,common,1,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
"Instrument of the Bards, Anstruth Harp",very rare,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"control weather,fly,invisibility,levitate,protection from evil and good,cure wounds,wall of thorns"
"Instrument of the Bards, Canaith Mandolin",rare,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"cure wounds,fly,invisibility,levitate,protection from evil and good,dispel magic,protection from energy"
"Instrument of the Bards, Cli Lyre",rare,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"stone shape,fly,invisibility,levitate,protection from evil and good,wall of fire,wind wall"
"Instrument of the Bards, Doss Lute",uncommon,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"animal friendship,fly,invisibility,levitate,protection from evil and good,protection from energy,protection from poison"
"Instrument of the Bards, Fochlucan Bandore",uncommon,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"entangle,fly,invisibility,levitate,protection from evil and good,faerie fire,shillelagh,speak with animals"
"Instrument of the Bards, Mac-Fuirmidh Cittern",uncommon,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"barkskin,fly,invisibility,levitate,protection from evil and good,cure wounds,fog cloud"
"Instrument of the Bards, Ollamh Harp",legendary,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"confusion,fly,invisibility,levitate,protection from evil and good,control weather,fire storm"
Ioun Stone of Vitality,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,
"Ioun Stone, Absorption",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Agility",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Awareness",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Fortitude",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Greater Absorption",legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Historical Knowledge",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Insight",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Intellect",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Language Knowledge",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Leadership",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Mastery",legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Natural Knowledge",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Protection",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Regeneration",legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Religious Knowledge",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Reserve",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Self-Preservation",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,
"Ioun Stone, Strength",very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Supreme Intellect",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Ioun Stone, Sustenance",rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron Bands of Bilarro,rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron Flask,legendary,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron Pot,none,0,0,0,10.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron Spike,none,0,0,0,0.5,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Iron Spikes (10),none,0,0,0,5.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ironfang,legendary,1,0,0,2.0,war pick|phb,M,,,acid,0,,0,2,martial,,1D8,P,1D8,1,0,0,,0,0,0,0,0,0,0,3,dawn,"dominate monster,shatter"
Ivana's Whisper,unknown,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,dream
Izzet Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,chaos bolt|XGE
Izzet Keyrune,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jacinth,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade bowl (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade breastplate (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade game board with solid gold playing pieces,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade headpiece (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade Serpent Staff,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade sword with amber (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jade totem with diamond eyes (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jakarion's Staff of Frost,none,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jasper,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Javelin of Backbiting,very rare,1,1,0,2.0,javelin|phb,M,,,,0,60/150,0,2,simple,T,1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Javelin of Lightning,uncommon,0,0,0,2.0,javelin|phb,M,,,,0,30/120,0,0,simple,T,1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Jet,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jeweled anklet,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jeweled anklet (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jeweled gold crown,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jeweled platinum ring,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jeweler's Tools,none,0,0,0,2.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Jug,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Junky +1 Dagger,unknown (magic),0,0,0,1.0,dagger|phb,M,,,,0,20/60,1,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Keelboat,none,0,0,0,0.0,,SHP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Keoghtom's Ointment,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Keycharm,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Keystone of Creation,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Khrusor, Spear of Heliod",artifact,1,0,0,3.0,spear|PHB,M,,,,0,20/60,1,3,simple,"T,V",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,10,dawn,"guiding bolt,sunbeam,daylight"
Knave's Eye Patch,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Korolnor Scepter,legendary,1,0,0,2.0,club|phb,M,,,,0,,0,3,simple,L,1D4,B,1D4,0,0,0,,0,0,0,0,0,0,0,10,dawn,"sending,teleport"
Kyrzin's Ooze,very rare,1,0,0,0.0,,,poisoned,,"acid,poison",0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ladder (10-foot),none,0,0,0,25.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lamp,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lantern of Revealing,uncommon,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
